Metal,Model,High_n,k,Hits,Recall,Precision,Lift,Random_hits,Random_upper_tail
Cd,C,11,21,3,0.2727272727272727,0.14285714285714285,0.5584415584415584,5.372093023255814,0.979356205107765
Cd,C,11,22,3,0.2727272727272727,0.13636363636363635,0.5330578512396693,5.627906976744186,0.9867854241081694
Cd,C,11,23,4,0.36363636363636365,0.17391304347826086,0.6798418972332017,5.883720930232558,0.9530591283285554
Cd,C,11,24,4,0.36363636363636365,0.16666666666666666,0.6515151515151515,6.1395348837209305,0.9685732243871779
Cd,C,11,25,4,0.36363636363636365,0.16,0.6254545454545455,6.395348837209302,0.9797713689106948
Cd,C,11,26,4,0.36363636363636365,0.15384615384615385,0.6013986013986015,6.651162790697675,0.9875478581631372
Cd,C,11,27,5,0.45454545454545453,0.18518518518518517,0.7239057239057238,6.906976744186046,0.9578142227861518
Cd,C,11,28,6,0.5454545454545454,0.21428571428571427,0.8376623376623376,7.162790697674419,0.8875685092080239
Cd,C,11,29,6,0.5454545454545454,0.20689655172413793,0.8087774294670846,7.4186046511627906,0.9217751175591122
Cd,C,11,30,6,0.5454545454545454,0.2,0.7818181818181817,7.674418604651163,0.9483463222604042
Cd,C,11,31,6,0.5454545454545454,0.1935483870967742,0.7565982404692082,7.930232558139535,0.9679681349628966
Cd,C,11,32,6,0.5454545454545454,0.1875,0.7329545454545454,8.186046511627907,0.9816153572591814
Cd,C,11,33,7,0.6363636363636364,0.21212121212121213,0.8292011019283746,8.44186046511628,0.9419143469427165
Cd,C,11,34,7,0.6363636363636364,0.20588235294117646,0.8048128342245989,8.69767441860465,0.9661760754694451
Cd,C,11,35,8,0.7272727272727273,0.22857142857142856,0.8935064935064936,8.953488372093023,0.900707919127479
Cd,C,11,36,9,0.8181818181818182,0.25,0.9772727272727273,9.209302325581396,0.7574963271294286
Cd,C,11,37,9,0.8181818181818182,0.24324324324324326,0.9508599508599509,9.465116279069768,0.8364088370059053
Cd,C,11,38,9,0.8181818181818182,0.23684210526315788,0.9258373205741627,9.720930232558139,0.903529822418081
Cd,C,11,39,10,0.9090909090909091,0.2564102564102564,1.0023310023310024,9.976744186046512,0.733489992707236
Cd,C,11,40,10,0.9090909090909091,0.25,0.9772727272727273,10.232558139534884,0.8440158820192853
Cd,C,11,41,11,1.0,0.2682926829268293,1.048780487804878,10.488372093023257,0.549280177187154
Cd,C,11,42,11,1.0,0.2619047619047619,1.023809523809524,10.744186046511627,0.7441860465116279
Cd,C,11,43,11,1.0,0.2558139534883721,1.0,11.0,1.0
Fe,Ffreq,11,1,0,0.0,0.0,0.0,0.2558139534883721,1.0
Fe,Ffreq,11,2,0,0.0,0.0,0.0,0.5116279069767442,1.0
Fe,Ffreq,11,3,1,0.09090909090909091,0.3333333333333333,1.303030303030303,0.7674418604651163,0.5980876752289117
Fe,Ffreq,11,4,1,0.09090909090909091,0.25,0.9772727272727273,1.0232558139534884,0.708613564540961
Fe,Ffreq,11,5,1,0.09090909090909091,0.2,0.7818181818181819,1.2790697674418605,0.7907994822345361
Fe,Ffreq,11,6,1,0.09090909090909091,0.16666666666666666,0.6515151515151515,1.5348837209302326,0.8513575268508546
