Sample,Field,SourceValue,ReconstructionValue,AbsDiff,PASS,Note
13,Coarse_LF_reconstructed_from_raw,14.464178320480515,14.464178320480517,1.7763568394002505e-15,True,10*Klf/coarse mass
13,Coarse_HF_reconstructed_from_raw,12.941633234114146,12.941633234114144,1.7763568394002505e-15,True,10*Khf/coarse mass
13,Fe_mgkg,6394.8727078511665,6394.8727078511665,0.0,True,Enrichment Factor final mg/kg column 20
13,Zn_mgkg,107.71492295214921,107.71492295214921,0.0,True,Enrichment Factor final mg/kg column 21
13,Cu_mgkg,58.3941605839416,58.3941605839416,0.0,True,Enrichment Factor final mg/kg column 22
13,Cr_mgkg,23.64287992794551,23.64287992794551,0.0,True,Enrichment Factor final mg/kg column 23
13,Co_mgkg,35.1128285864224,35.1128285864224,0.0,True,Enrichment Factor final mg/kg column 24
13,Ni_mgkg,55.21476115065135,55.21476115065135,0.0,True,Enrichment Factor final mg/kg column 25
13,Mn_mgkg,235.01955308025913,235.01955308025913,0.0,True,Enrichment Factor final mg/kg column 26
13,Pb_mgkg,112.47183454481203,112.47183454481203,0.0,True,Enrichment Factor final mg/kg column 27
13,Cd_mgkg,13.105921328066694,13.105921328066694,0.0,True,Enrichment Factor final mg/kg column 28
14,SiteCode,L3,L3,,True,dist!B
14,Fine_Klf_raw,36,36.0,0.0,True,dist!D
14,Fine_Khf_raw,33,33.0,0.0,True,dist!E
14,Fine_net_mass_g_primary,9.5587,9.5587,0.0,True,dist!G cached net mass (formula subtracts bottle)
14,Fine_LF_reconstructed_from_raw,37.66202517078682,37.662025170786826,7.105427357601002e-15,True,10*Klf/primary net mass
14,Fine_HF_reconstructed_from_raw,34.523523073221256,34.523523073221256,0.0,True,10*Khf/primary net mass
14,Coarse_Klf_raw,40,40.0,0.0,True,dist column 11
14,Coarse_Khf_raw,38,38.0,0.0,True,dist column 12
14,Coarse_mass_g,11.6148,11.6148,0.0,True,dist column 13
14,Coarse_LF_reconstructed_from_raw,34.438819437269686,34.438819437269686,0.0,True,10*Klf/coarse mass
14,Coarse_HF_reconstructed_from_raw,32.716878465406204,32.716878465406204,0.0,True,10*Khf/coarse mass
14,Fe_mgkg,6179.556337566224,6179.556337566224,0.0,True,Enrichment Factor final mg/kg column 20
14,Zn_mgkg,69.50212255444814,69.50212255444814,0.0,True,Enrichment Factor final mg/kg column 21
14,Cu_mgkg,37.54813671126384,37.54813671126384,0.0,True,Enrichment Factor final mg/kg column 22
14,Cr_mgkg,15.55593242258941,15.55593242258941,0.0,True,Enrichment Factor final mg/kg column 23
14,Co_mgkg,31.020160001985285,31.020160001985285,0.0,True,Enrichment Factor final mg/kg column 24
14,Ni_mgkg,56.46578065199286,56.46578065199286,0.0,True,Enrichment Factor final mg/kg column 25
14,Mn_mgkg,264.75723982226083,264.75723982226083,0.0,True,Enrichment Factor final mg/kg column 26
14,Pb_mgkg,87.70744354543628,87.70744354543628,0.0,True,Enrichment Factor final mg/kg column 27
14,Cd_mgkg,7.143643366328229,7.143643366328229,0.0,True,Enrichment Factor final mg/kg column 28
15,SiteCode,L3,L3,,True,dist!B
15,Fine_Klf_raw,90,90.0,0.0,True,dist!D
15,Fine_Khf_raw,82,82.0,0.0,True,dist!E
15,Fine_net_mass_g_primary,9.257,9.257,0.0,True,dist!G cached net mass (formula subtracts bottle)
15,Fine_LF_reconstructed_from_raw,97.22372258831155,97.22372258831156,1.4210854715202004e-14,True,10*Klf/primary net mass
15,Fine_HF_reconstructed_from_raw,88.58161391379497,88.58161391379497,0.0,True,10*Khf/primary net mass
15,Coarse_Klf_raw,98,98.0,0.0,True,dist column 11
15,Coarse_Khf_raw,92,92.0,0.0,True,dist column 12
15,Coarse_mass_g,9.9469,9.9469,0.0,True,dist column 13
15,Coarse_LF_reconstructed_from_raw,98.52315796881442,98.52315796881442,0.0,True,10*Klf/coarse mass
15,Coarse_HF_reconstructed_from_raw,92.49112788909108,92.49112788909108,0.0,True,10*Khf/coarse mass
15,Fe_mgkg,6336.0528526476155,6336.0528526476155,0.0,True,Enrichment Factor final mg/kg column 20
15,Zn_mgkg,49.99409279181609,49.99409279181609,0.0,True,Enrichment Factor final mg/kg column 21
15,Cu_mgkg,39.269958798212585,39.269958798212585,0.0,True,Enrichment Factor final mg/kg column 22
15,Cr_mgkg,23.475189940012854,23.475189940012854,0.0,True,Enrichment Factor final mg/kg column 23
15,Co_mgkg,39.572162782217376,39.572162782217376,0.0,True,Enrichment Factor final mg/kg column 24
15,Ni_mgkg,61.35108396966885,61.35108396966885,0.0,True,Enrichment Factor final mg/kg column 25
15,Mn_mgkg,440.2403262574223,440.2403262574223,0.0,True,Enrichment Factor final mg/kg column 26
15,Pb_mgkg,85.9572321094022,85.9572321094022,0.0,True,Enrichment Factor final mg/kg column 27
15,Cd_mgkg,4.634755011752223,4.634755011752223,0.0,True,Enrichment Factor final mg/kg column 28
16,SiteCode,R4,R4,,True,dist!B
16,Fine_Klf_raw,84,84.0,0.0,True,dist!D
16,Fine_Khf_raw,77,77.0,0.0,True,dist!E
16,Fine_net_mass_g_primary,11.841299999999999,11.841299999999999,0.0,True,dist!G gross mass minus 2.999 g bottle
16,Fine_LF_reconstructed_from_raw,70.93815712801805,70.93815712801805,0.0,True,10*Klf/primary net mass
16,Fine_HF_reconstructed_from_raw,65.02664403401654,65.02664403401654,0.0,True,10*Khf/primary net mass
16,Coarse_Klf_raw,63,63.0,0.0,True,dist column 11
16,Coarse_Khf_raw,62,62.0,0.0,True,dist column 12
16,Coarse_mass_g,11.9158,11.9158,0.0,True,dist column 13
16,Coarse_LF_reconstructed_from_raw,52.87097802917135,52.87097802917135,0.0,True,10*Klf/coarse mass
16,Coarse_HF_reconstructed_from_raw,52.03175615569244,52.031756155692435,7.105427357601002e-15,True,10*Khf/coarse mass
16,Fe_mgkg,8386.417981826877,8386.417981826877,0.0,True,Enrichment Factor final mg/kg column 20
16,Zn_mgkg,83.2107843137255,83.2107843137255,0.0,True,Enrichment Factor final mg/kg column 21
16,Cu_mgkg,39.61280714817572,39.61280714817572,0.0,True,Enrichment Factor final mg/kg column 22
16,Cr_mgkg,26.009375472554066,26.009375472554066,0.0,True,Enrichment Factor final mg/kg column 23
16,Co_mgkg,38.139177239523256,38.139177239523256,0.0,True,Enrichment Factor final mg/kg column 24
16,Ni_mgkg,63.07760011735367,63.07760011735367,0.0,True,Enrichment Factor final mg/kg column 25
16,Mn_mgkg,375.56617555296174,375.56617555296174,0.0,True,Enrichment Factor final mg/kg column 26
16,Pb_mgkg,85.12723152769696,85.12723152769696,0.0,True,Enrichment Factor final mg/kg column 27
16,Cd_mgkg,50.04295982732245,50.04295982732245,0.0,True,Enrichment Factor final mg/kg column 28
17,SiteCode,L4,L4,,True,dist!B
17,Fine_Klf_raw,173,173.0,0.0,True,dist!D
17,Fine_Khf_raw,169,169.0,0.0,True,dist!E
17,Fine_net_mass_g_primary,11.461599999999999,11.461599999999999,0.0,True,dist!G gross mass minus 2.999 g bottle
17,Fine_LF_reconstructed_from_raw,150.93878690584214,150.93878690584214,0.0,True,10*Klf/primary net mass
17,Fine_HF_reconstructed_from_raw,147.4488727577302,147.44887275773016,2.842170943040401e-14,True,10*Khf/primary net mass
17,Coarse_Klf_raw,193,193.0,0.0,True,dist column 11
17,Coarse_Khf_raw,188,188.0,0.0,True,dist column 12
17,Coarse_mass_g,12.5609,12.5609,0.0,True,dist column 13
17,Coarse_LF_reconstructed_from_raw,153.65141032887772,153.65141032887772,0.0,True,10*Klf/coarse mass
17,Coarse_HF_reconstructed_from_raw,149.6708038436736,149.6708038436736,0.0,True,10*Khf/coarse mass
17,Fe_mgkg,12750.444927444805,12750.444927444805,0.0,True,Enrichment Factor final mg/kg column 20
17,Zn_mgkg,339.79282597904745,339.79282597904745,0.0,True,Enrichment Factor final mg/kg column 21
17,Cu_mgkg,97.17637884799113,97.17637884799113,0.0,True,Enrichment Factor final mg/kg column 22
17,Cr_mgkg,60.14203190610348,60.14203190610348,0.0,True,Enrichment Factor final mg/kg column 23
17,Co_mgkg,39.034345613784346,39.034345613784346,0.0,True,Enrichment Factor final mg/kg column 24
17,Ni_mgkg,82.08962662706038,82.08962662706038,0.0,True,Enrichment Factor final mg/kg column 25
17,Mn_mgkg,479.91024695380236,479.91024695380236,0.0,True,Enrichment Factor final mg/kg column 26
17,Pb_mgkg,131.5787380020081,131.5787380020081,0.0,True,Enrichment Factor final mg/kg column 27
17,Cd_mgkg,5.4866025959923,5.4866025959923,0.0,True,Enrichment Factor final mg/kg column 28
18,SiteCode,R5,R5,,True,dist!B
18,Fine_Klf_raw,135,135.0,0.0,True,dist!D
18,Fine_Khf_raw,132,132.0,0.0,True,dist!E
18,Fine_net_mass_g_primary,12.0694,12.0694,0.0,True,dist!G gross mass minus 2.999 g bottle
18,Fine_LF_reconstructed_from_raw,111.85311614496165,111.85311614496165,0.0,True,10*Klf/primary net mass
18,Fine_HF_reconstructed_from_raw,109.36749134174028,109.36749134174028,0.0,True,10*Khf/primary net mass
18,Coarse_Klf_raw,68,68.0,0.0,True,dist column 11
18,Coarse_Khf_raw,66,66.0,0.0,True,dist column 12
18,Coarse_mass_g,11.1817,11.1817,0.0,True,dist column 13
18,Coarse_LF_reconstructed_from_raw,60.81365087598487,60.81365087598488,7.105427357601002e-15,True,10*Klf/coarse mass
18,Coarse_HF_reconstructed_from_raw,59.02501408551473,59.02501408551473,0.0,True,10*Khf/coarse mass
18,Fe_mgkg,8904.647973790958,8904.647973790958,0.0,True,Enrichment Factor final mg/kg column 20
18,Zn_mgkg,102.59024020491911,102.59024020491911,0.0,True,Enrichment Factor final mg/kg column 21
18,Cu_mgkg,42.28342400447847,42.28342400447847,0.0,True,Enrichment Factor final mg/kg column 22
18,Cr_mgkg,22.374895609017447,22.374895609017447,0.0,True,Enrichment Factor final mg/kg column 23
18,Co_mgkg,34.74768720316481,34.74768720316481,0.0,True,Enrichment Factor final mg/kg column 24
18,Ni_mgkg,56.21874115776973,56.21874115776973,0.0,True,Enrichment Factor final mg/kg column 25
18,Mn_mgkg,313.24068983056617,313.24068983056617,0.0,True,Enrichment Factor final mg/kg column 26
18,Pb_mgkg,121.8441298865772,121.8441298865772,0.0,True,Enrichment Factor final mg/kg column 27
18,Cd_mgkg,4.274021066901251,4.274021066901251,0.0,True,Enrichment Factor final mg/kg column 28
19,SiteCode,L5,L5,,True,dist!B
19,Fine_Klf_raw,150,150.0,0.0,True,dist!D
19,Fine_Khf_raw,146,146.0,0.0,True,dist!E
19,Fine_net_mass_g_primary,10.639899999999999,10.639899999999999,0.0,True,dist!G gross mass minus 2.999 g bottle
19,Fine_LF_reconstructed_from_raw,140.97876859744923,140.97876859744923,0.0,True,10*Klf/primary net mass
19,Fine_HF_reconstructed_from_raw,137.21933476818393,137.21933476818393,0.0,True,10*Khf/primary net mass
19,Coarse_Klf_raw,146,146.0,0.0,True,dist column 11
19,Coarse_Khf_raw,146,146.0,0.0,True,dist column 12
19,Coarse_mass_g,12.084,12.084,0.0,True,dist column 13
19,Coarse_LF_reconstructed_from_raw,120.82092022509103,120.82092022509103,0.0,True,10*Klf/coarse mass
19,Coarse_HF_reconstructed_from_raw,120.82092022509103,120.82092022509103,0.0,True,10*Khf/coarse mass
19,Fe_mgkg,8359.64569265219,8359.64569265219,0.0,True,Enrichment Factor final mg/kg column 20
19,Zn_mgkg,247.39271755603414,247.39271755603414,0.0,True,Enrichment Factor final mg/kg column 21
19,Cu_mgkg,73.45346382303319,73.45346382303319,0.0,True,Enrichment Factor final mg/kg column 22
19,Cr_mgkg,29.526995978792232,29.526995978792232,0.0,True,Enrichment Factor final mg/kg column 23
19,Co_mgkg,34.095156767341216,34.095156767341216,0.0,True,Enrichment Factor final mg/kg column 24
19,Ni_mgkg,60.17102096000327,60.17102096000327,0.0,True,Enrichment Factor final mg/kg column 25
19,Mn_mgkg,370.748335581863,370.748335581863,0.0,True,Enrichment Factor final mg/kg column 26
19,Pb_mgkg,155.70776716432115,155.70776716432115,0.0,True,Enrichment Factor final mg/kg column 27
19,Cd_mgkg,8.908436869403081,8.908436869403081,0.0,True,Enrichment Factor final mg/kg column 28
20,SiteCode,R6,R6,,True,dist!B
20,Fine_Klf_raw,77,77.0,0.0,True,dist!D
20,Fine_Khf_raw,74,74.0,0.0,True,dist!E
20,Fine_net_mass_g_primary,10.875,10.875,0.0,True,dist!G gross mass minus 2.999 g bottle
20,Fine_LF_reconstructed_from_raw,70.80459770114942,70.80459770114943,1.4210854715202004e-14,True,10*Klf/primary net mass
20,Fine_HF_reconstructed_from_raw,68.04597701149426,68.04597701149424,1.4210854715202004e-14,True,10*Khf/primary net mass
20,Coarse_Klf_raw,70,70.0,0.0,True,dist column 11
20,Coarse_Khf_raw,72,72.0,0.0,True,dist column 12
20,Coarse_mass_g,10.4861,10.4861,0.0,True,dist column 13
20,Coarse_LF_reconstructed_from_raw,66.75503762123192,66.7550376212319,1.4210854715202004e-14,True,10*Klf/coarse mass
20,Coarse_HF_reconstructed_from_raw,68.66232441040997,68.66232441040997,0.0,True,10*Khf/coarse mass
20,Fe_mgkg,9322.466232630453,9322.466232630453,0.0,True,Enrichment Factor final mg/kg column 20
20,Zn_mgkg,92.29574756529439,92.29574756529439,0.0,True,Enrichment Factor final mg/kg column 21
