Representation,Deleted_Block,Outer_Block_A,Outer_Block_B,Test_n,Metal,S_MAE,S_REC,Inner_MAE_of_S_MAE,Inner_Recovery_of_S_MAE,Inner_MAE_of_S_REC,Inner_Recovery_of_S_REC,Recovery_Primary_Tie_Size,Recovery_Primary_Tied_Set,Outer_Recall_S_MAE,Outer_Recall_S_REC,Delta_Recall,Outer_Hits_S_MAE,Outer_Hits_S_REC,High_n,Budget_k,Outer_BlockMAE_S_MAE,Outer_BlockMAE_S_REC,Delta_BlockMAE_REC_minus_MAE,Inner_Pairs
FD,0,3,7,11,Zn,F,F,0.1157423249492048,0.5958333333333333,0.1157423249492048,0.5958333333333333,1,F,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.07678472486186322,0.07678472486186322,0.0,28
FD,0,3,7,11,Cu,FC,F,0.13981764546292894,0.4815476190476192,0.14839792830070092,0.5708333333333334,1,F,1.0,0.6666666666666666,-0.33333333333333337,3,2,3,3,0.09575912366899789,0.11388030313404937,0.018121179465051485,28
FD,0,3,7,11,Cr,Cν,Cν,0.09699431239206024,0.6511904761904762,0.09699431239206024,0.6511904761904762,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.11411802369983373,0.11411802369983373,0.0,28
FD,0,3,7,11,Co,C,Cν,0.05452836138985383,0.5113095238095239,0.05535012642595561,0.600595238095238,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.09280680346072023,0.08880414606578597,-0.004002657394934259,28
FD,0,3,7,11,Ni,C,Cν,0.06614850314995042,0.5321428571428573,0.06755058804958641,0.6053571428571428,1,Cν,1.0,1.0,0.0,3,3,3,3,0.07721095303934339,0.07536121038654875,-0.0018497426527946462,28
FD,0,3,7,11,Mn,FC,Cν,0.13577511299635617,0.4886904761904762,0.14486599827569038,0.6720238095238095,1,Cν,0.6666666666666666,0.3333333333333333,-0.3333333333333333,2,1,3,3,0.06849314058173281,0.10319076340760946,0.034697622825876656,28
FD,0,3,7,11,Pb,F,C,0.10504081904340597,0.44999999999999984,0.12758546854995875,0.5095238095238094,1,C,0.6666666666666666,0.3333333333333333,-0.3333333333333333,2,1,3,3,0.058119331533107554,0.09830512665056274,0.04018579511745518,28
FD,0,3,7,11,Cd,C,Fν,0.31931710676340375,0.17202380952380952,0.346863882242666,0.28095238095238095,1,Fν,0.3333333333333333,0.0,-0.3333333333333333,1,0,3,3,0.14512079638303432,0.1629931624173048,0.017872366034270476,28
FD,0,3,8,18,Fe,Fν,Cν,0.15409590303695878,0.4226190476190478,0.17848260243227204,0.7053571428571429,1,Cν,0.2,0.4,0.2,1,2,5,5,0.2131764438035981,0.15233704028007827,-0.060839403523519825,28
FD,0,3,8,18,Zn,F,F,0.10593269945744425,0.5863095238095237,0.10593269945744425,0.5863095238095237,1,F,0.6,0.6,0.0,3,3,5,5,0.1342550591882128,0.1342550591882128,0.0,28
FD,0,3,8,18,Cu,FC,F,0.13908790917048677,0.4642857142857144,0.14601650548578046,0.5357142857142858,1,F,0.8,0.6,-0.20000000000000007,4,3,5,5,0.10822330307378836,0.12344932619254315,0.015226023118754789,28
FD,0,3,8,18,Cr,C,Cν,0.11099004893622903,0.5654761904761905,0.11325396687061394,0.7202380952380952,1,Cν,0.4,0.6,0.19999999999999996,2,3,5,5,0.12536357232227738,0.10622757338251868,-0.019135998939758696,28
FD,0,3,8,18,Co,C,Cν,0.06425107521899873,0.636904761904762,0.0716829090771584,0.6845238095238094,1,Cν,0.6,0.8,0.20000000000000007,3,4,5,5,0.0662765366351318,0.0635359633939806,-0.002740573241151213,28
FD,0,3,8,18,Ni,C,Cν,0.07586451449499032,0.6577380952380951,0.0842870603920473,0.6934523809523812,1,Cν,0.4,0.6,0.19999999999999996,2,3,5,5,0.057164918229745246,0.05495155985109136,-0.0022133583786538846,28
FD,0,3,8,18,Mn,Fν,Cν,0.10935802880225906,0.43749999999999994,0.1324761113704761,0.7172619047619048,1,Cν,0.2,0.4,0.2,1,2,5,5,0.16028582198195673,0.13134884443441236,-0.028936977547544387,28
FD,0,3,8,18,Pb,F,C,0.09500810307640503,0.3571428571428571,0.10868665357227832,0.49999999999999994,1,C,1.0,0.6,-0.4,5,3,5,5,0.08531046883890742,0.12098924862697046,0.035678779788063046,28
FD,0,3,8,18,Cd,FC,F,0.3097781662087847,0.3333333333333333,0.31309331989510936,0.33630952380952384,1,F,0.2,0.6,0.39999999999999997,1,3,5,5,0.3085131880415938,0.25272163277665183,-0.05579155526494198,28
FD,0,3,9,11,Fe,C,Cν,0.1672884535973585,0.536904761904762,0.17667239249362438,0.6601190476190476,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.15683927488791044,0.12654202001924075,-0.0302972548686697,28
FD,0,3,9,11,Zn,F,F,0.1133498766412374,0.5363095238095238,0.1133498766412374,0.5363095238095238,1,F,1.0,1.0,0.0,3,3,3,3,0.08907347979848083,0.08907347979848083,0.0,28
FD,0,3,9,11,Cu,FC,F,0.13053633347363197,0.45773809523809533,0.14205451428189922,0.49345238095238103,2,F|Fν,1.0,1.0,0.0,3,3,3,3,0.12696731546359202,0.1338945997478614,0.006927284284269378,28
FD,0,3,9,11,Cr,Cν,Cν,0.10013567320277394,0.6392857142857141,0.10013567320277394,0.6392857142857141,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.11676022866352925,0.11676022866352925,-6.938893903907228e-18,28
FD,0,3,9,11,Co,C,Cν,0.0697016997093293,0.5470238095238097,0.07215267121493496,0.707738095238095,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.04165092153620019,0.04232712197317785,0.0006762004369776677,28
FD,0,3,9,11,Ni,C,Fν,0.07179962173053132,0.5321428571428573,0.08022898829529254,0.655952380952381,1,Fν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.06002000170584702,0.08485792166786603,0.024837919962019006,28
FD,0,3,9,11,Mn,FC,Cν,0.12204437779872561,0.42916666666666664,0.1376705301995745,0.6458333333333333,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.1279185274984137,0.11119756167040941,-0.016720965828004294,28
FD,0,3,9,11,Pb,F,Cν,0.07769882992246409,0.4857142857142856,0.10833245036208795,0.6261904761904761,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.16912300652992557,0.2013224824925562,0.03219947596263062,28
FD,0,3,9,11,Cd,Fν,Fν,0.287592604888987,0.3607142857142857,0.287592604888987,0.3607142857142857,1,Fν,0.0,0.0,0.0,0,0,3,3,0.38775136482243605,0.38775136482243605,0.0,28
FD,0,3,10,10,Fe,C,Cν,0.14013701433247341,0.530952380952381,0.14054397952090622,0.7136904761904762,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.28399638338104305,0.2698811029531724,-0.014115280427870608,28
FD,0,3,10,10,Zn,Fν,F,0.11041668960291094,0.49166666666666664,0.11262622805462628,0.5363095238095238,1,F,1.0,1.0,0.0,3,3,3,3,0.10493009410519089,0.09011431336112499,-0.014815780744065886,28
FD,0,3,10,10,Cu,FC,F,0.13134173360945686,0.45773809523809533,0.13471378184936003,0.49345238095238103,1,F,1.0,1.0,0.0,3,3,3,3,0.1255774134031257,0.16237272716828685,0.03679531376516115,28
FD,0,3,10,10,Cr,Cν,Cν,0.10712391213971928,0.6988095238095238,0.10712391213971928,0.6988095238095238,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.07820739374109673,0.07820739374109673,0.0,28
FD,0,3,10,10,Co,Fν,Cν,0.06377526485614123,0.4279761904761905,0.06907925219278054,0.6958333333333332,1,Cν,0.6666666666666666,1.0,0.33333333333333337,2,3,3,3,0.07385576778797345,0.04152071231067018,-0.03233505547730327,28
FD,0,3,10,10,Ni,C,Cν,0.05819593117895589,0.6035714285714286,0.0598309020939618,0.6124999999999999,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.1131126327747541,0.1119198816544127,-0.0011927511203413954,28
FD,0,3,10,10,Mn,FC,Cν,0.08450693105120356,0.5839285714285714,0.10544422217943457,0.6482142857142856,1,Cν,0.6666666666666666,0.3333333333333333,-0.3333333333333333,2,1,3,3,0.27921232135279295,0.2715555076923659,-0.007656813660427031,28
FD,0,3,10,10,Pb,F,C,0.08785951468902299,0.4857142857142856,0.11652312752246807,0.5273809523809522,1,C,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.12912242090757814,0.1485542255855984,0.019431804678020248,28
FD,0,3,10,10,Cd,C,F,0.23629689298422094,0.30892857142857144,0.23685299862862477,0.43273809523809526,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.4342834387165796,0.442979784334186,0.008696345617606405,28
FD,0,4,5,4,Fe,Cν,Cν,0.18113680970291854,0.5648809523809524,0.18113680970291854,0.5648809523809524,1,Cν,1.0,1.0,0.0,1,1,1,1,0.06669553742073753,0.06669553742073753,0.0,28
FD,0,4,5,4,Zn,F,F,0.07675913193856265,0.6249999999999999,0.07675913193856265,0.6249999999999999,1,F,1.0,1.0,0.0,1,1,1,1,0.19456816752104283,0.19456816752104283,0.0,28
FD,0,4,5,4,Cu,FC,Fν,0.1205547171873547,0.5833333333333333,0.1522260723210163,0.6000000000000002,1,Fν,0.0,1.0,1.0,0,1,1,1,0.1275993491018485,0.10469996498583556,-0.022899384116012944,28
FD,0,4,5,4,Cr,Cν,Cν,0.0913178300967538,0.6107142857142857,0.0913178300967538,0.6107142857142857,1,Cν,1.0,1.0,0.0,1,1,1,1,0.10688200231660622,0.10688200231660622,0.0,28
FD,0,4,5,4,Co,C,Cν,0.0638941845944855,0.5613095238095239,0.06480264322283344,0.6767857142857141,1,Cν,1.0,1.0,0.0,1,1,1,1,0.05515347358690742,0.053155004139583684,-0.0019984694473237363,28
FD,0,4,5,4,Ni,C,Cν,0.0746598692564521,0.5244047619047619,0.07639886018096818,0.5714285714285714,1,Cν,1.0,1.0,0.0,1,1,1,1,0.043706981969264536,0.042407689872412946,-0.0012992920968515898,28
FD,0,4,5,4,Mn,FC,Cν,0.13400087804914132,0.5095238095238096,0.1503161373561908,0.5791666666666667,1,Cν,1.0,1.0,0.0,1,1,1,1,0.06048112260395144,0.07382513607372077,0.013344013469769322,28
FD,0,4,5,4,Pb,F,FC,0.10512201947241769,0.5916666666666666,0.10768421474234721,0.606547619047619,1,FC,0.0,0.0,0.0,0,0,1,1,0.039301594163700715,0.040278928453685414,0.0009773342899846993,28
FD,0,4,5,4,Cd,F,F,0.2603077707000763,0.26488095238095233,0.2603077707000763,0.26488095238095233,1,F,0.0,0.0,0.0,0,0,1,1,0.32098239531397305,0.32098239531397305,0.0,28
FD,0,4,6,12,Fe,Cν,Cν,0.167181489678194,0.6583333333333334,0.167181489678194,0.6583333333333334,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.1347647777947486,0.1347647777947486,0.0,28
FD,0,4,6,12,Zn,F,F,0.09010881792422827,0.5363095238095238,0.09010881792422827,0.5363095238095238,1,F,1.0,1.0,0.0,3,3,3,3,0.15775899911946145,0.15775899911946145,-1.3877787807814457e-17,28
FD,0,4,6,12,Cu,FC,F,0.12796976007428332,0.594047619047619,0.14972810831783998,0.6345238095238095,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.10613246872085244,0.09130575531354848,-0.014826713407303967,28
FD,0,4,6,12,Cr,Cν,Cν,0.09475106025628637,0.7130952380952381,0.09475106025628637,0.7130952380952381,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.08284029686025159,0.08284029686025159,0.0,28
FD,0,4,6,12,Co,Cν,Cν,0.0593147137982339,0.6464285714285714,0.0593147137982339,0.6464285714285714,1,Cν,1.0,1.0,0.0,3,3,3,3,0.07832303224540065,0.07832303224540065,0.0,28
FD,0,4,6,12,Ni,C,C,0.08070201219470365,0.544047619047619,0.08070201219470365,0.544047619047619,1,C,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.0286183846681894,0.0286183846681894,0.0,28
FD,0,4,6,12,Mn,Fν,Cν,0.1292143524167398,0.5190476190476191,0.14342526479532966,0.6297619047619047,1,Cν,0.3333333333333333,1.0,0.6666666666666667,1,3,3,3,0.09941029998319069,0.08238267553540986,-0.01702762444778083,28
FD,0,4,6,12,Pb,F,C,0.10602601840611023,0.4940476190476189,0.12731708323342025,0.5214285714285714,1,C,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.051330843109044476,0.06264533132936459,0.011314488220320114,28
FD,0,4,6,12,Cd,Fν,Fν,0.23273903543810706,0.42023809523809524,0.23273903543810706,0.42023809523809524,1,Fν,0.0,0.0,0.0,0,0,3,3,0.44068485012993464,0.44068485012993464,2.7755575615628914e-17,28
FD,0,4,7,4,Fe,Cν,Cν,0.14125518554273256,0.5767857142857142,0.14125518554273256,0.5767857142857142,1,Cν,1.0,1.0,0.0,1,1,1,1,0.18909057296970921,0.18909057296970921,0.0,28
FD,0,4,7,4,Zn,F,F,0.09766108467755026,0.6071428571428571,0.09766108467755026,0.6071428571428571,1,F,0.0,0.0,0.0,0,0,1,1,0.1166669323209682,0.1166669323209682,0.0,28
FD,0,4,7,4,Cu,FC,Cν,0.1280926228408001,0.5505952380952384,0.1785338673010967,0.6107142857142857,1,Cν,0.0,0.0,0.0,0,0,1,1,0.09710838451680487,0.17242592050713268,0.07531753599032781,28
FD,0,4,7,4,Cr,Cν,Cν,0.09589818025027994,0.6434523809523809,0.09589818025027994,0.6434523809523809,1,Cν,1.0,1.0,0.0,1,1,1,1,0.0919382699143162,0.0919382699143162,0.0,28
FD,0,4,7,4,Co,C,Cν,0.05359911927944721,0.5970238095238096,0.05366779606372564,0.6958333333333332,1,Cν,1.0,1.0,0.0,1,1,1,1,0.09375455738695904,0.0907737675683179,-0.0029807898186411386,28
FD,0,4,7,4,Ni,C,Cν,0.06888620147271941,0.5125000000000001,0.06895921360775534,0.607142857142857,1,Cν,1.0,1.0,0.0,1,1,1,1,0.06722711419329275,0.06618525793660995,-0.0010418562566827938,28
FD,0,4,7,4,Mn,Fν,Cν,0.1381561315192206,0.48511904761904756,0.14658232547256259,0.5720238095238095,1,Cν,0.0,1.0,1.0,0,1,1,1,0.05815601301092743,0.09404986120683079,0.035893848195903355,28
FD,0,4,7,4,Pb,F,FC,0.10581659403629254,0.5559523809523809,0.10844666946744765,0.5708333333333332,1,FC,0.0,0.0,0.0,0,0,1,1,0.03726595973923319,0.03982399220607585,0.0025580324668426635,28
FD,0,4,7,4,Cd,F,F,0.2694185743730199,0.3125,0.2694185743730199,0.3125,1,F,0.0,0.0,0.0,0,0,1,1,0.27926337326966666,0.27926337326966666,2.7755575615628914e-17,28
FD,0,4,8,11,Fe,Fν,Cν,0.15475531226770145,0.43095238095238114,0.17249030321242848,0.6303571428571428,1,Cν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.15568577352233992,0.0956389027837671,-0.06004687073857283,28
FD,0,4,8,11,Zn,F,F,0.08629910244885299,0.6238095238095239,0.08629910244885299,0.6238095238095239,1,F,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.168732359087022,0.168732359087022,1.3877787807814457e-17,28
FD,0,4,8,11,Cu,FC,Cν,0.126192283126597,0.5523809523809524,0.185523576500775,0.6523809523809524,1,Cν,0.6666666666666666,0.0,-0.6666666666666666,2,0,3,3,0.12606503799697838,0.17355835402427963,0.047493316027301266,28
FD,0,4,8,11,Cr,Cν,Cν,0.10365020000596081,0.6821428571428572,0.10365020000596081,0.6821428571428572,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.09436764562607278,0.09436764562607278,0.0,28
FD,0,4,8,11,Co,C,Cν,0.0629955722788264,0.6892857142857142,0.06499685396380575,0.7505952380952381,1,Cν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.06348841409980477,0.06389839346521167,0.000409979365406897,28
FD,0,4,8,11,Ni,C,Cν,0.0762715113546115,0.6357142857142856,0.07859939774876527,0.7071428571428573,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.04470640383930215,0.04574735815854662,0.0010409543192444748,28
FD,0,4,8,11,Mn,Fν,Cν,0.09899560319862086,0.5422619047619047,0.13813166946299046,0.6434523809523809,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.1632482613513968,0.09360771946733239,-0.0696405418840644,28
FD,0,4,8,11,Pb,F,Cν,0.09525147124959714,0.4749999999999999,0.11951844957022616,0.5398809523809524,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.07535624104481267,0.09894110249964302,0.02358486145483036,28
FD,0,4,8,11,Cd,C,Fν,0.2571950720444282,0.1261904761904762,0.26268909708614124,0.30178571428571427,1,Fν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.37750281661252766,0.41934254522462056,0.0418397286120929,28
FD,0,4,9,4,Fe,Cν,Cν,0.1769280855979655,0.5470238095238095,0.1769280855979655,0.5470238095238095,1,Cν,1.0,1.0,0.0,1,1,1,1,0.07799015457585246,0.07799015457585246,0.0,28
FD,0,4,9,4,Zn,F,F,0.09779119433489962,0.5714285714285714,0.09779119433489962,0.5714285714285714,1,F,1.0,1.0,0.0,1,1,1,1,0.11478601823372486,0.11478601823372486,0.0,28
FD,0,4,9,4,Cu,FC,FC,0.11759544489323427,0.574404761904762,0.11759544489323427,0.574404761904762,1,FC,1.0,1.0,0.0,1,1,1,1,0.14077299347988664,0.14077299347988664,0.0,28
FD,0,4,9,4,Cr,Cν,Cν,0.09400421200525085,0.6107142857142857,0.09400421200525085,0.6107142857142857,1,Cν,1.0,1.0,0.0,1,1,1,1,0.1085449402510823,0.1085449402510823,0.0,28
FD,0,4,9,4,Co,Cν,Cν,0.06700304184808498,0.7363095238095239,0.06700304184808498,0.7363095238095239,1,Cν,1.0,1.0,0.0,1,1,1,1,0.04557459478632653,0.04557459478632653,0.0,28
FD,0,4,9,4,Ni,Cν,Fν,0.07301697583662695,0.6238095238095237,0.07455123485430691,0.6648809523809522,1,Fν,1.0,0.0,-1.0,1,0,1,1,0.05807266425894625,0.08546726421519324,0.02739459995624699,28
FD,0,4,9,4,Mn,Fν,Fν,0.11694028601898473,0.6160714285714287,0.11694028601898473,0.6160714285714287,1,Fν,0.0,0.0,0.0,0,0,1,1,0.14689482894438954,0.14689482894438954,0.0,28
FD,0,4,9,4,Pb,Fν,Cν,0.08209358953999656,0.6440476190476191,0.10956162078193364,0.6946428571428572,1,Cν,0.0,0.0,0.0,0,0,1,1,0.13582104990283644,0.15459834571051612,0.018777295807679673,28
FD,0,4,9,4,Cd,F,F,0.2462433657624318,0.22916666666666666,0.2462433657624318,0.22916666666666666,1,F,0.0,0.0,0.0,0,0,1,1,0.37916790340776607,0.37916790340776607,0.0,28
FD,0,4,10,3,Fe,Cν,Cν,0.14126186241649893,0.6124999999999999,0.14126186241649893,0.6124999999999999,1,Cν,1.0,1.0,0.0,1,1,1,1,0.23455386130288447,0.23455386130288447,0.0,28
FD,0,4,10,3,Zn,F,F,0.09706251839644649,0.5714285714285714,0.09706251839644649,0.5714285714285714,1,F,1.0,1.0,0.0,1,1,1,1,0.11850294108107734,0.11850294108107734,0.0,28
FD,0,4,10,3,Cu,FC,Cν,0.11877353906510879,0.5625000000000002,0.17157432624242624,0.5839285714285714,1,Cν,1.0,0.0,-1.0,1,0,1,1,0.13391347350877425,0.1760945995075035,0.04218112599872925,28
FD,0,4,10,3,Cr,Cν,Cν,0.10513900923024766,0.6821428571428572,0.10513900923024766,0.6821428571428572,1,Cν,1.0,1.0,0.0,1,1,1,1,0.061035843351784635,0.061035843351784635,0.0,28
FD,0,4,10,3,Co,Cν,Cν,0.06805321957418652,0.7125,0.06805321957418652,0.7125,1,Cν,0.0,0.0,0.0,0,0,1,1,0.039176420251831434,0.039176420251831434,0.0,28
FD,0,4,10,3,Ni,C,Cν,0.06088701672136213,0.5958333333333334,0.06199121235174598,0.6309523809523808,1,Cν,1.0,1.0,0.0,1,1,1,1,0.09611831173206925,0.09751196041718152,0.0013936486851122698,28
FD,0,4,10,3,Mn,FC,Cν,0.08774879294026451,0.6077380952380951,0.10808605248713808,0.6148809523809523,1,Cν,0.0,1.0,1.0,0,1,1,1,0.25234814564048824,0.2562382920544988,0.0038901464140105313,28
FD,0,4,10,3,Pb,FC,FC,0.09165637488646901,0.630357142857143,0.09165637488646901,0.630357142857143,1,FC,0.0,0.0,0.0,0,0,1,1,0.10587022147947822,0.10587022147947822,0.0,28
FD,0,4,10,3,Cd,C,F,0.18761396464662544,0.27619047619047615,0.18787029473525965,0.33035714285714285,1,F,1.0,1.0,0.0,1,1,1,1,0.5767702596010429,0.5745156055108758,-0.002254654090167063,28
FD,0,5,6,12,Fe,Cν,Cν,0.17133932892322784,0.711904761904762,0.17133932892322784,0.711904761904762,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.11435337816132743,0.11435337816132743,0.0,28
FD,0,5,6,12,Zn,F,F,0.09960070136180284,0.5541666666666666,0.09960070136180284,0.5541666666666666,1,F,1.0,1.0,0.0,3,3,3,3,0.1285631844963042,0.1285631844963042,-6.938893903907228e-18,28
FD,0,5,6,12,Cu,FC,FC,0.13019799512605426,0.6565476190476189,0.13019799512605426,0.6565476190476189,1,FC,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.1044154014491337,0.1044154014491337,0.0,28
FD,0,5,6,12,Cr,Cν,Cν,0.08593657126606373,0.6654761904761904,0.08593657126606373,0.6654761904761904,1,Cν,1.0,1.0,0.0,3,3,3,3,0.11266709534902129,0.11266709534902129,0.0,28
FD,0,5,6,12,Co,Cν,Cν,0.06470954452539388,0.5988095238095238,0.06470954452539388,0.5988095238095238,1,Cν,1.0,1.0,0.0,3,3,3,3,0.05053598846240258,0.05053598846240258,0.0,28
FD,0,5,6,12,Ni,C,C,0.07577530944172868,0.6035714285714285,0.07577530944172868,0.6035714285714285,2,C|FC,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.04601556876465951,0.04601556876465951,0.0,28
FD,0,5,6,12,Mn,FC,Cν,0.13011471189705814,0.5095238095238096,0.14624116817254756,0.6583333333333334,1,Cν,0.6666666666666666,1.0,0.33333333333333337,2,3,3,3,0.07814948889281796,0.06855181498365578,-0.009597673909162177,28
FD,0,5,6,12,Pb,F,FC,0.1026135489803041,0.5416666666666665,0.10725963404920634,0.544642857142857,1,FC,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.06348132530360223,0.058707563639095815,-0.0047737616645064165,28
FD,0,5,6,12,Cd,F,Cν,0.2878766651784658,0.2654761904761904,0.29002886801500694,0.4327380952380953,1,Cν,0.0,0.0,0.0,0,0,3,3,0.21317592232952143,0.2622442786111191,0.04906835628159767,28
FD,0,5,7,4,Fe,Cν,Cν,0.13354481768745596,0.618452380952381,0.13354481768745596,0.618452380952381,1,Cν,1.0,1.0,0.0,1,1,1,1,0.22462882789184468,0.22462882789184468,0.0,28
FD,0,5,7,4,Zn,F,F,0.10634487011656853,0.6249999999999999,0.10634487011656853,0.6249999999999999,1,F,0.0,0.0,0.0,0,0,1,1,0.09207478576628741,0.09207478576628741,0.0,28
FD,0,5,7,4,Cu,FC,FC,0.12835947853595858,0.6339285714285714,0.12835947853595858,0.6339285714285714,1,FC,0.0,0.0,0.0,0,0,1,1,0.10362698413537941,0.10362698413537941,0.0,28
FD,0,5,7,4,Cr,Cν,Cν,0.08523695519949223,0.575,0.08523695519949223,0.575,1,Cν,1.0,1.0,0.0,1,1,1,1,0.12139086273638511,0.12139086273638511,0.0,28
FD,0,5,7,4,Co,C,Cν,0.04926290485543322,0.5255952380952381,0.05100677872191027,0.600595238095238,1,Cν,1.0,1.0,0.0,1,1,1,1,0.11071681835568825,0.10177847380383487,-0.008938344551853383,28
FD,0,5,7,4,Ni,C,Cν,0.06246305293592687,0.5839285714285714,0.06293142439406858,0.6047619047619047,1,Cν,1.0,1.0,0.0,1,1,1,1,0.09243810959272974,0.08888243968020826,-0.0035556699125214863,28
FD,0,5,7,4,Mn,FC,Cν,0.13234371761308325,0.4886904761904763,0.14407743841550044,0.5958333333333334,1,Cν,1.0,1.0,0.0,1,1,1,1,0.06741324903233115,0.10334286306970397,0.035929614037372826,28
FD,0,5,7,4,Pb,F,FC,0.1037373244813461,0.6035714285714285,0.10666670786740498,0.606547619047619,1,FC,0.0,0.0,0.0,0,0,1,1,0.047034162157557347,0.04385676960903323,-0.003177392548524116,28
FD,0,5,7,4,Cd,F,F,0.31382461026305425,0.2648809523809524,0.31382461026305425,0.2648809523809524,1,F,0.0,0.0,0.0,0,0,1,1,0.13209361444954015,0.13209361444954015,0.0,28
FD,0,5,8,11,Fe,Fν,Cν,0.16101514051746935,0.5380952380952383,0.16972007845653705,0.6363095238095238,1,Cν,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,3,3,0.13409773930422808,0.10716196065234218,-0.0269357786518859,28
FD,0,5,8,11,Zn,FC,F,0.09333982262741021,0.6357142857142856,0.09531959644625575,0.6416666666666667,1,F,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,3,3,0.1522853122544384,0.14377475608607834,-0.008510556168360044,28
FD,0,5,8,11,Cu,FC,FC,0.1279811972326581,0.6357142857142859,0.1279811972326581,0.6357142857142859,1,FC,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.1268609906270598,0.1268609906270598,0.0,28
FD,0,5,8,11,Cr,Cν,Cν,0.09542729994783812,0.6226190476190475,0.09542729994783812,0.6226190476190475,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.10895770943709457,0.10895770943709457,-6.938893903907228e-18,28
FD,0,5,8,11,Co,C,Cν,0.05888982756641297,0.617857142857143,0.06266708368347716,0.7386904761904762,1,Cν,0.0,0.6666666666666666,0.6666666666666666,0,2,3,3,0.07903908846793097,0.07143156521633195,-0.0076075232515990104,28
FD,0,5,8,11,Ni,C,Cν,0.07052653935274142,0.6952380952380952,0.07382099093948845,0.7261904761904762,1,Cν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.06518519172623663,0.06074530760473112,-0.004439884121505512,28
FD,0,5,8,11,Mn,Fν,Cν,0.11554374220039347,0.42321428571428577,0.1338400110361168,0.6791666666666666,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.10876459809929619,0.1138674144437038,0.00510281634440761,28
FD,0,5,8,11,Pb,F,FC,0.09652316262507829,0.5226190476190475,0.10016632699057594,0.5464285714285714,1,FC,0.6666666666666666,1.0,0.33333333333333337,2,3,3,3,0.06599052410252645,0.06676178263286042,0.000771258530333975,28
FD,0,5,8,11,Cd,F,F,0.3042708888803548,0.3148809523809524,0.3042708888803548,0.3148809523809524,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.23315446772705425,0.23315446772705425,0.0,28
FD,0,5,9,4,Fe,C,Cν,0.17040048667296026,0.5011904761904763,0.17342206808502364,0.5958333333333333,1,Cν,1.0,1.0,0.0,1,1,1,1,0.12576812264656645,0.08941025331030272,-0.036357869336263726,28
FD,0,5,9,4,Zn,FC,F,0.10561656522111738,0.5744047619047619,0.10672076832002673,0.5892857142857142,1,F,0.0,1.0,1.0,0,1,1,1,0.11944233809369242,0.08863731353805337,-0.03080502455563905,28
FD,0,5,9,4,Cu,FC,FC,0.11772584681934871,0.6101190476190477,0.11772584681934871,0.6101190476190477,1,FC,0.0,0.0,0.0,0,0,1,1,0.1468996086719373,0.1468996086719373,0.0,28
