Representation,Deleted_Block,Outer_Block_A,Outer_Block_B,Test_n,Metal,S_MAE,S_REC,Inner_MAE_of_S_MAE,Inner_Recovery_of_S_MAE,Inner_MAE_of_S_REC,Inner_Recovery_of_S_REC,Recovery_Primary_Tie_Size,Recovery_Primary_Tied_Set,Outer_Recall_S_MAE,Outer_Recall_S_REC,Delta_Recall,Outer_Hits_S_MAE,Outer_Hits_S_REC,High_n,Budget_k,Outer_BlockMAE_S_MAE,Outer_BlockMAE_S_REC,Delta_BlockMAE_REC_minus_MAE,Inner_Pairs
FD,0,5,9,4,Cr,Cν,Cν,0.0852329013877727,0.5678571428571428,0.0852329013877727,0.5678571428571428,1,Cν,1.0,1.0,0.0,1,1,1,1,0.13012665863658096,0.13012665863658096,0.0,28
FD,0,5,9,4,Co,C,Cν,0.06625104936098931,0.5613095238095239,0.0669181224318373,0.6886904761904761,1,Cν,1.0,1.0,0.0,1,1,1,1,0.04635901057462488,0.043912537007590347,-0.002446473567034535,28
FD,0,5,9,4,Ni,C,Cν,0.06633361514780167,0.5958333333333333,0.0671235901461837,0.6428571428571429,1,Cν,1.0,1.0,0.0,1,1,1,1,0.07685447723614025,0.07822745765108968,0.0013729804149494318,28
FD,0,5,9,4,Mn,FC,Cν,0.1180183562340622,0.46190476190476204,0.1400951660096702,0.6029761904761904,1,Cν,1.0,1.0,0.0,1,1,1,1,0.11078386264472184,0.10021298988215688,-0.010570872762564965,28
FD,0,5,9,4,Pb,Fν,Cν,0.07614100737770547,0.6440476190476191,0.10637104905234859,0.6720238095238095,1,Cν,0.0,0.0,0.0,0,0,1,1,0.16085023569927398,0.1743884674841648,0.01353823178489083,28
FD,0,5,9,4,Cd,F,F,0.2905400957318699,0.3196428571428571,0.2905400957318699,0.3196428571428571,1,F,0.0,0.0,0.0,0,0,1,1,0.23082023304564483,0.23082023304564483,0.0,28
FD,0,5,10,3,Fe,Cν,Cν,0.13723093992075736,0.6255952380952381,0.13723093992075736,0.6255952380952381,1,Cν,0.0,0.0,0.0,0,0,1,1,0.25116838921968454,0.25116838921968454,0.0,28
FD,0,5,10,3,Zn,F,F,0.10552403049076486,0.5892857142857142,0.10552403049076486,0.5892857142857142,1,F,1.0,1.0,0.0,1,1,1,1,0.09409730251690895,0.09409730251690895,0.0,28
FD,0,5,10,3,Cu,FC,FC,0.11860271787746078,0.6101190476190477,0.11860271787746078,0.6101190476190477,1,FC,0.0,0.0,0.0,0,0,1,1,0.14199059847016832,0.14199059847016832,0.0,28
FD,0,5,10,3,Cr,Cν,Cν,0.09719167299937836,0.6345238095238095,0.09719167299937836,0.6345238095238095,1,Cν,1.0,1.0,0.0,1,1,1,1,0.08086966101888032,0.08086966101888032,0.0,28
FD,0,5,10,3,Co,Fν,Cν,0.06589452128831458,0.4904761904761904,0.06794038192441133,0.7005952380952382,1,Cν,0.0,1.0,1.0,0,1,1,1,0.06624633289604404,0.03866984262820777,-0.027576490267836262,28
FD,0,5,10,3,Ni,C,FC,0.05379475439384779,0.631547619047619,0.0555982912935582,0.6404761904761903,1,FC,0.0,0.0,0.0,0,0,1,1,0.1259306512102873,0.1284231910560421,0.0024925398457548154,28
FD,0,5,10,3,Mn,FC,Cν,0.08207588838126423,0.5392857142857144,0.10318986661753213,0.5982142857142856,1,Cν,0.0,0.0,0.0,0,0,1,1,0.2771131148423913,0.275316204526289,-0.001796910316102296,28
FD,0,5,10,3,Pb,F,FC,0.0880650610050071,0.6392857142857143,0.08893503711639374,0.6541666666666668,1,FC,0.0,0.0,0.0,0,0,1,1,0.11005366750812806,0.11535913829235955,0.005305470784231492,28
FD,0,5,10,3,Cd,C,F,0.23223383975103115,0.34523809523809523,0.23462992651914386,0.45654761904761904,1,F,0.0,0.0,0.0,0,0,1,1,0.4407388160988637,0.4161646862689359,-0.024574129829927793,28
FD,0,6,7,12,Fe,Cν,Cν,0.12947568620888786,0.711904761904762,0.12947568620888786,0.711904761904762,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.20837876108684722,0.20837876108684722,0.0,28
FD,0,6,7,12,Zn,F,F,0.12075798398418301,0.5720238095238095,0.12075798398418301,0.5720238095238095,1,F,1.0,1.0,0.0,3,3,3,3,0.05720847188674466,0.05720847188674466,0.0,28
FD,0,6,7,12,Cu,FC,F,0.13593068288707294,0.5851190476190476,0.14944742463925012,0.6702380952380952,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.08805274582014035,0.10265036703918864,0.014597621219048298,28
FD,0,6,7,12,Cr,Cν,Cν,0.0931614690141979,0.6773809523809524,0.0931614690141979,0.6773809523809524,1,Cν,1.0,1.0,0.0,3,3,3,3,0.08288328505300349,0.08288328505300349,-6.938893903907228e-18,28
FD,0,6,7,12,Co,Cν,Cν,0.05254241427638352,0.6345238095238095,0.05254241427638352,0.6345238095238095,1,Cν,1.0,1.0,0.0,3,3,3,3,0.08592932750586355,0.08592932750586355,6.938893903907228e-18,28
FD,0,6,7,12,Ni,C,Cν,0.06929478786290778,0.5916666666666666,0.0709031129221452,0.6077380952380952,1,Cν,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,3,3,0.07105970105599349,0.06651648722272166,-0.004543213833271824,28
FD,0,6,7,12,Mn,Cν,Cν,0.13308909369590932,0.6654761904761906,0.13308909369590932,0.6654761904761906,1,Cν,1.0,1.0,0.0,3,3,3,3,0.1277670385906457,0.1277670385906457,-1.3877787807814457e-17,28
FD,0,6,7,12,Pb,F,FC,0.10490247018908368,0.5059523809523808,0.10959582350514731,0.5089285714285713,1,FC,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.0585717774072139,0.057152350889434114,-0.0014194265177797857,28
FD,0,6,7,12,Cd,Cν,Cν,0.28792704485720183,0.4148809523809524,0.28792704485720183,0.4148809523809524,1,Cν,0.0,0.0,0.0,0,0,3,3,0.2854974525751388,0.2854974525751388,-2.7755575615628914e-17,28
FD,0,6,8,19,Fe,Cν,Cν,0.15191928396966353,0.7857142857142857,0.15191928396966353,0.7857142857142857,1,Cν,0.4,0.4,0.0,2,2,5,5,0.1913789915682365,0.1913789915682365,0.0,28
FD,0,6,8,19,Zn,F,F,0.11113410402548705,0.5505952380952381,0.11113410402548705,0.5505952380952381,1,F,0.6,0.6,0.0,3,3,5,5,0.10955502686637406,0.10955502686637406,0.0,28
FD,0,6,8,19,Cu,FC,F,0.1355104811062196,0.5773809523809523,0.1467146256040802,0.6398809523809524,1,F,0.4,0.4,0.0,2,2,5,5,0.094801032530027,0.11661703698410464,0.02181600445407763,28
FD,0,6,8,19,Cr,Cν,Cν,0.09800920452905593,0.7321428571428571,0.09800920452905593,0.7321428571428571,1,Cν,0.4,0.4,0.0,2,2,5,5,0.09988285794334706,0.09988285794334706,-6.938893903907228e-18,28
FD,0,6,8,19,Co,Cν,C,0.061400227356999085,0.6160714285714286,0.06366769346054209,0.7202380952380951,1,C,0.6,0.4,-0.19999999999999996,3,2,5,5,0.08185070287356824,0.06932179718370046,-0.01252890568986778,28
FD,0,6,8,19,Ni,FC,C,0.07780615099446078,0.6488095238095238,0.0785711164521744,0.7410714285714286,1,C,0.4,0.4,0.0,2,2,5,5,0.0544988546086615,0.046155147412578035,-0.008343707196083468,28
FD,0,6,8,19,Mn,Fν,Cν,0.10604635402387005,0.41071428571428575,0.12731724878177,0.7083333333333333,1,Cν,0.4,0.6,0.19999999999999996,2,3,5,5,0.14247785816150305,0.1263207165770833,-0.016157141584419762,28
FD,0,6,8,19,Pb,F,C,0.09659852609305772,0.3988095238095237,0.10280341352915252,0.4642857142857143,1,C,0.6,0.6,0.0,3,3,5,5,0.08752909066796483,0.12347798887990445,0.03594889821193963,28
FD,0,6,8,19,Cd,F,Cν,0.2903671568646374,0.23214285714285712,0.29933234864850977,0.5059523809523809,1,Cν,0.2,0.4,0.2,1,2,5,5,0.2541011667150764,0.3212009911232181,0.06709982440814172,28
FD,0,6,9,12,Fe,Cν,Cν,0.17205233505795745,0.6464285714285716,0.17205233505795745,0.6464285714285716,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.1177260648499546,0.1177260648499546,0.0,28
FD,0,6,9,12,Zn,F,F,0.1200225493194221,0.5005952380952381,0.1200225493194221,0.5005952380952381,1,F,1.0,1.0,0.0,3,3,3,3,0.06066899541910287,0.06066899541910287,0.0,28
FD,0,6,9,12,Cu,FC,F,0.1278187503509596,0.5613095238095238,0.14546652583893538,0.5809523809523809,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.11493452167383136,0.11804428665341035,0.0031097649795789883,28
FD,0,6,9,12,Cr,Cν,Cν,0.09159561027106855,0.6654761904761906,0.09159561027106855,0.6654761904761906,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.10031914836989311,0.10031914836989311,-6.938893903907228e-18,28
FD,0,6,9,12,Co,Cν,Cν,0.06405690938909311,0.682142857142857,0.06405690938909311,0.682142857142857,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.06613323192263007,0.06613323192263007,-6.938893903907228e-18,28
FD,0,6,9,12,Ni,C,Fν,0.07441589132363934,0.6035714285714285,0.0783378050710269,0.6839285714285713,1,Fν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.0509115889219673,0.0802786248420514,0.029367035920084092,28
FD,0,6,9,12,Mn,FC,Cν,0.11881831582055292,0.47857142857142865,0.13542544168728668,0.5892857142857143,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.12238047559716618,0.10271081324737685,-0.019669662349789327,28
FD,0,6,9,12,Pb,Fν,C,0.07659540456879942,0.5702380952380951,0.10393101387884188,0.5928571428571427,1,C,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.17428797059422957,0.1563681122067479,-0.017919858387481655,28
FD,0,6,9,12,Cd,F,Cν,0.2763718335265438,0.22976190476190475,0.28626827603913313,0.3910714285714286,1,Cν,0.0,0.0,0.0,0,0,3,3,0.2614701926852444,0.25618236065755506,-0.005287832027689343,28
FD,0,6,10,11,Fe,Cν,Cν,0.13045165731586647,0.7476190476190476,0.13045165731586647,0.7476190476190476,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.28553948888685754,0.28553948888685754,0.0,28
FD,0,6,10,11,Zn,F,F,0.11849600640616867,0.5005952380952381,0.11849600640616867,0.5005952380952381,1,F,1.0,1.0,0.0,3,3,3,3,0.06561673322622616,0.06561673322622616,6.938893903907228e-18,28
FD,0,6,10,11,Cu,FC,F,0.12824486976026908,0.5613095238095238,0.13701106831180715,0.5809523809523809,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.1137736106041704,0.14952659780907945,0.03575298720490905,28
FD,0,6,10,11,Cr,Cν,Cν,0.0979550795742046,0.7011904761904763,0.0979550795742046,0.7011904761904763,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.06738966815475553,0.06738966815475553,6.938893903907228e-18,28
FD,0,6,10,11,Co,Cν,Cν,0.06339207318162768,0.6821428571428572,0.06339207318162768,0.6821428571428572,1,Cν,1.0,1.0,0.0,3,3,3,3,0.05599916663316471,0.05599916663316471,0.0,28
FD,0,6,10,11,Ni,C,C,0.061171306055357325,0.6749999999999999,0.061171306055357325,0.6749999999999999,1,C,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.10076722033780261,0.10076722033780261,0.0,28
FD,0,6,10,11,Mn,FC,Cν,0.08461274244235077,0.5928571428571427,0.1041391553115905,0.7011904761904763,1,Cν,0.3333333333333333,1.0,0.6666666666666667,1,3,3,3,0.2681659297716388,0.2525838559022346,-0.015582073869404217,28
FD,0,6,10,11,Pb,F,FC,0.08916759889804228,0.5416666666666665,0.09083026024352746,0.5922619047619048,1,FC,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.11451735333409982,0.12507183341062617,0.010554480076526346,28
FD,0,6,10,11,Cd,Cν,Cν,0.20927724419047683,0.47440476190476194,0.20927724419047683,0.47440476190476194,1,Cν,0.0,0.0,0.0,0,0,3,3,0.544570957806602,0.544570957806602,0.0,28
FD,0,7,8,11,Fe,Fν,Cν,0.12433229480206956,0.39523809523809544,0.12513474094791238,0.6690476190476191,1,Cν,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,3,3,0.27510673348665443,0.2409200065013694,-0.03418672698528502,28
FD,0,7,8,11,Zn,F,F,0.11493528614096825,0.6595238095238096,0.11493528614096825,0.6595238095238096,1,F,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.08379140239558713,0.08379140239558713,0.0,28
FD,0,7,8,11,Cu,FC,Cν,0.131789319406108,0.5642857142857144,0.1909111819457811,0.6345238095238095,1,Cν,0.6666666666666666,0.0,-0.6666666666666666,2,0,3,3,0.11254610681305582,0.18059908629659682,0.068052979483541,28
FD,0,7,8,11,Cr,Cν,Cν,0.0999252505064445,0.6226190476190476,0.0999252505064445,0.6226190476190476,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.09619885588634752,0.09619885588634752,-6.938893903907228e-18,28
FD,0,7,8,11,Co,C,Cν,0.047413033680432363,0.6535714285714285,0.04899087605239207,0.7029761904761905,1,Cν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.12322769471533696,0.11665047401582646,-0.0065772206995105,28
FD,0,7,8,11,Ni,C,Cν,0.06454547034590909,0.6833333333333332,0.06570525308002251,0.7404761904761904,1,Cν,0.0,0.0,0.0,0,0,3,3,0.09044454787354933,0.08774374916836933,-0.002700798705180002,28
FD,0,7,8,11,Mn,Fν,Cν,0.11235018887887467,0.4232142857142857,0.1332981676740233,0.6791666666666668,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.11932484620813272,0.12184257573003579,0.0025177295219030726,28
FD,0,7,8,11,Pb,F,Cν,0.09333529557091658,0.48690476190476184,0.11465908826721181,0.5636904761904761,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.0846437625231215,0.11634260441482995,0.03169884189170844,28
FD,0,7,8,11,Cd,F,F,0.30839446553246724,0.24345238095238092,0.30839446553246724,0.24345238095238092,1,F,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.21546346060376823,0.21546346060376823,0.0,28
FD,0,7,9,4,Fe,Cν,Cν,0.13085035305763634,0.6077380952380952,0.13085035305763634,0.6077380952380952,1,Cν,1.0,1.0,0.0,1,1,1,1,0.21766753513266102,0.21766753513266102,0.0,28
FD,0,7,9,4,Zn,F,F,0.1267424302802546,0.607142857142857,0.1267424302802546,0.607142857142857,1,F,1.0,1.0,0.0,1,1,1,1,0.02272314062443037,0.02272314062443037,0.0,28
FD,0,7,9,4,Cu,FC,F,0.12319187551806977,0.5505952380952382,0.13808645492221275,0.5809523809523809,1,F,1.0,1.0,0.0,1,1,1,1,0.12488538041758318,0.1297097379658444,0.0048243575482612155,28
FD,0,7,9,4,Cr,Cν,FC,0.09018726234825798,0.575,0.10318347684464754,0.5851190476190474,1,FC,1.0,1.0,0.0,1,1,1,1,0.11269121098930163,0.15855462341693066,0.045863412427629036,28
FD,0,7,9,4,Co,C,Cν,0.05580280227419759,0.5613095238095239,0.055879884598865386,0.7077380952380954,1,Cν,0.0,1.0,1.0,0,1,1,1,0.08507755278201973,0.0817879842789605,-0.003289568503059226,28
FD,0,7,9,4,Ni,Cν,Fν,0.06057962273341828,0.6428571428571427,0.0646428976091069,0.6529761904761904,1,Fν,0.0,0.0,0.0,0,0,1,1,0.10064844915595561,0.12423506729084344,0.023586618134887827,28
FD,0,7,9,4,Mn,FC,Cν,0.12124991919548411,0.4601190476190477,0.1371438342062225,0.6148809523809523,1,Cν,1.0,1.0,0.0,1,1,1,1,0.09672490503829034,0.1156581375849759,0.018933232546685552,28
FD,0,7,9,4,Pb,Fν,Cν,0.07757666355985855,0.655952380952381,0.10497712295364663,0.6732142857142859,1,Cν,0.0,0.0,0.0,0,0,1,1,0.15458914899909065,0.1710118110417947,0.01642266204270404,28
FD,0,7,9,4,Cd,F,F,0.2976022328563686,0.2720238095238095,0.2976022328563686,0.2720238095238095,1,F,1.0,1.0,0.0,1,1,1,1,0.2031331072575748,0.2031331072575748,0.0,28
FD,0,7,10,3,Fe,Cν,Cν,0.09728353839688524,0.6375,0.09728353839688524,0.6375,1,Cν,0.0,0.0,0.0,0,0,1,1,0.3761992717227266,0.3761992717227266,0.0,28
FD,0,7,10,3,Zn,F,F,0.12482790519050846,0.607142857142857,0.12482790519050846,0.607142857142857,1,F,1.0,1.0,0.0,1,1,1,1,0.0306905439564798,0.0306905439564798,0.0,28
FD,0,7,10,3,Cu,FC,Fν,0.12276431068166335,0.5505952380952382,0.13244941024957424,0.5880952380952381,1,Fν,1.0,1.0,0.0,1,1,1,1,0.12792173591935557,0.17904820546091793,0.05112646954156236,28
FD,0,7,10,3,Cr,Cν,Cν,0.1020310717005153,0.6345238095238095,0.1020310717005153,0.6345238095238095,1,Cν,1.0,1.0,0.0,1,1,1,1,0.06378639328038421,0.06378639328038421,0.0,28
FD,0,7,10,3,Co,C,Cν,0.05555618299770533,0.5375,0.05599384285629567,0.6839285714285716,1,Cν,1.0,1.0,0.0,1,1,1,1,0.085633425780614,0.08087044705255941,-0.00476297872805459,28
FD,0,7,10,3,Ni,C,Cν,0.04927201477002024,0.619642857142857,0.04949633686021033,0.6714285714285714,1,Cν,0.0,0.0,0.0,0,0,1,1,0.14092581635756163,0.13797213348890297,-0.002953682868658658,28
FD,0,7,10,3,Mn,FC,Cν,0.0864459617788489,0.5553571428571429,0.10113326873583593,0.6148809523809523,1,Cν,0.0,0.0,0.0,0,0,1,1,0.25749063095653746,0.2888136262766784,0.031322995320140934,28
FD,0,7,10,3,Pb,F,FC,0.09060641510930952,0.6035714285714285,0.09092953513810711,0.630357142857143,1,FC,0.0,0.0,0.0,0,0,1,1,0.09791499525155506,0.10752994355956053,0.009614948308005467,28
FD,0,7,10,3,Cd,C,F,0.24428006294730853,0.2738095238095238,0.24481265994482954,0.39702380952380956,1,F,0.0,0.0,0.0,0,0,1,1,0.3883482335424957,0.37501056181696846,-0.0133376717255273,28
FD,0,8,9,11,Fe,Fν,C,0.14958701935888238,0.5559523809523811,0.15382341141077527,0.6196428571428572,1,C,0.0,0.0,0.0,0,0,3,3,0.1744669539758325,0.16685230251726788,-0.007614651458564631,28
FD,0,8,9,11,Zn,FC,F,0.11563878406402495,0.5345238095238095,0.11660157339904702,0.5761904761904761,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.07075439828325246,0.07112226887709,0.00036787059383754095,28
FD,0,8,9,11,Cu,FC,FC,0.12132433660145912,0.5285714285714287,0.12132433660145912,0.5285714285714287,1,FC,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.15995340325314625,0.15995340325314625,0.0,28
FD,0,8,9,11,Cr,Cν,Cν,0.09242586919985629,0.6583333333333333,0.09242586919985629,0.6583333333333333,1,Cν,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.142942926154394,0.142942926154394,0.0,28
FD,0,8,9,11,Co,C,Cν,0.06514631790344161,0.6892857142857142,0.07024074851752705,0.750595238095238,1,Cν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.055515317132769526,0.054959686455553984,-0.000555630677215542,28
FD,0,8,9,11,Ni,Fν,Cν,0.0685245496497043,0.7386904761904762,0.0755993117861561,0.7595238095238095,1,Cν,0.3333333333333333,0.0,-0.3333333333333333,1,0,3,3,0.09780168044731953,0.07621723014252683,-0.021584450304792696,28
FD,0,8,9,11,Mn,Fν,Cν,0.09433767220039813,0.5363095238095238,0.12335104284387045,0.6529761904761905,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.1871855859601144,0.13664389862829374,-0.050541687331820656,28
FD,0,8,9,11,Pb,Fν,Cν,0.06744078872029352,0.5821428571428571,0.09755727271389407,0.6827380952380953,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.1858821942076853,0.17263158620674438,-0.013250608000940911,28
FD,0,8,9,11,Cd,F,F,0.28576134538480186,0.2791666666666666,0.28576134538480186,0.2791666666666666,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.3202951450104212,0.3202951450104212,-2.7755575615628914e-17,28
FD,0,8,10,10,Fe,C,Cν,0.12991723831052593,0.6255952380952381,0.12992109703071297,0.6928571428571431,1,Cν,0.0,0.3333333333333333,0.3333333333333333,0,1,3,3,0.26816153509846974,0.25828601111134886,-0.009875523987120882,28
FD,0,8,10,10,Zn,F,F,0.11450072713919217,0.5761904761904761,0.11450072713919217,0.5761904761904761,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.08040556026049533,0.08040556026049533,0.0,28
FD,0,8,10,10,Cu,Fν,Cν,0.11325430618370254,0.5702380952380953,0.17828816335160083,0.6166666666666666,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.2531493043903607,0.19627434850682474,-0.05687495588353597,28
FD,0,8,10,10,Cr,Cν,Cν,0.10585448134239782,0.705952380952381,0.10585448134239782,0.705952380952381,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.0798238796225871,0.0798238796225871,0.0,28
FD,0,8,10,10,Co,Fν,Cν,0.0620896225642002,0.6226190476190475,0.06662058424740035,0.7744047619047618,1,Cν,0.6666666666666666,0.3333333333333333,-0.3333333333333333,2,1,3,3,0.08506642513336332,0.05385495376909619,-0.031211471364267142,28
FD,0,8,10,10,Ni,C,Cν,0.05648608834885547,0.7666666666666666,0.05907915922600922,0.7738095238095237,1,Cν,0.0,0.0,0.0,0,0,3,3,0.11787578064556957,0.11548970866507434,-0.00238607198049523,28
FD,0,8,10,10,Mn,FC,Cν,0.07598505494058462,0.6124999999999999,0.09419631144725141,0.7148809523809525,1,Cν,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.28866783746033897,0.28124046851465323,-0.007427368945685742,28
FD,0,8,10,10,Pb,F,FC,0.08309523011803507,0.5226190476190475,0.08493289316260717,0.5464285714285714,1,FC,0.6666666666666666,0.6666666666666666,0.0,2,2,3,3,0.1172865448986661,0.12280994834409412,0.00552340344542801,28
FD,0,8,10,10,Cd,F,F,0.23808264275933663,0.3803571428571429,0.23808264275933663,0.3803571428571429,1,F,0.3333333333333333,0.3333333333333333,0.0,1,1,3,3,0.43467406550702703,0.43467406550702703,-5.551115123125783e-17,28
FD,0,9,10,3,Fe,C,Cν,0.1350724285111538,0.536904761904762,0.13562836599954736,0.6434523809523809,1,Cν,0.0,1.0,1.0,0,1,1,1,0.27442688513845026,0.24891922164344027,-0.02550766349500999,28
FD,0,9,10,3,Zn,Fν,F,0.12134829129346643,0.4910714285714285,0.12520880165670736,0.5357142857142857,1,F,1.0,1.0,0.0,1,1,1,1,0.09628158495096312,0.026730408895414337,-0.06955117605554878,28
FD,0,9,10,3,Cu,FC,FC,0.11244074909303839,0.5267857142857144,0.11244074909303839,0.5267857142857144,1,FC,1.0,1.0,0.0,1,1,1,1,0.1678266511069899,0.1678266511069899,0.0,28
FD,0,9,10,3,Cr,Cν,Cν,0.0981233214605016,0.6273809523809524,0.0981233214605016,0.6273809523809524,1,Cν,1.0,1.0,0.0,1,1,1,1,0.08736529874443838,0.08736529874443838,0.0,28
FD,0,9,10,3,Co,Fν,Cν,0.06760386187502561,0.5380952380952381,0.0699503131401979,0.7244047619047621,1,Cν,0.0,0.0,0.0,0,0,1,1,0.05835565338099402,0.030898330584122502,-0.02745732279687152,28
FD,0,9,10,3,Ni,C,Cν,0.05258189192925837,0.631547619047619,0.05285799410182031,0.7023809523809523,1,Cν,0.0,1.0,1.0,0,1,1,1,0.12960256465408676,0.1347036645348743,0.005101099880787552,28
FD,0,9,10,3,Mn,FC,Cν,0.07376788533078663,0.5482142857142858,0.10052784265522233,0.6458333333333334,1,Cν,0.0,1.0,1.0,0,1,1,1,0.2942312841529484,0.2722330018390634,-0.02199828231388501,28
FD,0,9,10,3,Pb,Fν,FC,0.06337991445231231,0.6440476190476191,0.06342749212629925,0.675,1,FC,0.0,0.0,0.0,0,0,1,1,0.20885345266404975,0.21018634405409098,0.0013328913900412243,28
FD,0,9,10,3,Cd,F,F,0.22216824976026786,0.42083333333333334,0.22216824976026786,0.42083333333333334,1,F,0.0,0.0,0.0,0,0,1,1,0.46746364376845845,0.46746364376845845,0.0,28
logHF,0,1,2,6,Fe,Cν,Cν,0.18382081953248947,0.5976190476190476,0.18382081953248947,0.5976190476190476,1,Cν,1.0,1.0,0.0,2,2,2,2,0.05741924810255561,0.05741924810255561,0.0,28
logHF,0,1,2,6,Zn,F,F,0.11071710845260714,0.7738095238095237,0.11071710845260714,0.7738095238095237,1,F,0.0,0.0,0.0,0,0,2,2,0.11967408838126284,0.11967408838126284,0.0,28
logHF,0,1,2,6,Cu,F,F,0.1167724785948555,0.6404761904761903,0.1167724785948555,0.6404761904761903,1,F,0.5,0.5,0.0,1,1,2,2,0.20425268430190743,0.20425268430190743,0.0,28
logHF,0,1,2,6,Cr,Cν,Cν,0.0998383541552956,0.7404761904761905,0.0998383541552956,0.7404761904761905,1,Cν,0.5,0.5,0.0,1,1,2,2,0.07475336680445033,0.07475336680445033,0.0,28
logHF,0,1,2,6,Co,C,Cν,0.06413491839720634,0.5166666666666667,0.06469792591682323,0.7333333333333332,1,Cν,0.5,0.5,0.0,1,1,2,2,0.056221076878980814,0.05285955751885402,-0.0033615193601267968,28
logHF,0,1,2,6,Ni,C,Cν,0.07559766032111855,0.5333333333333334,0.0767726074168031,0.5833333333333334,1,Cν,0.5,0.5,0.0,1,1,2,2,0.04250660298678369,0.04537776536762961,0.002871162380845921,28
logHF,0,1,2,6,Mn,FC,Cν,0.1400531297701737,0.6119047619047616,0.14824675280682245,0.6785714285714285,1,Cν,0.5,0.5,0.0,1,1,2,2,0.03575538668068223,0.08654074314014937,0.050785356459467135,28
logHF,0,1,2,6,Pb,F,Cν,0.09544600808660493,0.45476190476190465,0.12729974709028496,0.5261904761904761,1,Cν,1.0,1.0,0.0,2,2,2,2,0.07945416143622813,0.10043537983809525,0.02098121840186712,28
logHF,0,1,2,6,Cd,F,F,0.3088103981650219,0.3761904761904762,0.3088103981650219,0.3761904761904762,1,F,0.5,0.5,0.0,1,1,2,2,0.11922812742061911,0.11922812742061911,0.0,28
logHF,0,1,3,13,Fe,C,Cν,0.18025092951615101,0.43571428571428567,0.180409530322774,0.6809523809523809,1,Cν,0.5,0.5,0.0,2,2,4,4,0.1253299298082843,0.1096262283280936,-0.015703701480190707,28
logHF,0,1,3,13,Zn,F,F,0.11017939222839386,0.6285714285714284,0.11017939222839386,0.6285714285714284,1,F,0.75,0.75,0.0,3,3,4,4,0.11352928422293328,0.11352928422293328,0.0,28
logHF,0,1,3,13,Cu,FC,F,0.1309355307286187,0.38333333333333336,0.1316679196058193,0.49047619047619057,2,F|Fν,1.0,0.75,-0.25,4,3,4,4,0.14170773603572212,0.18073705685668923,0.03902932082096709,28
logHF,0,1,3,13,Cr,Cν,Cν,0.10001058789182317,0.7523809523809525,0.10001058789182317,0.7523809523809525,1,Cν,0.25,0.25,0.0,1,1,4,4,0.09793905429708422,0.09793905429708422,0.0,28
logHF,0,1,3,13,Co,C,Cν,0.06578454412780266,0.55,0.06636166785909778,0.7047619047619047,1,Cν,0.5,0.5,0.0,2,2,4,4,0.059048805644650273,0.05696873462661509,-0.002080071018035177,28
logHF,0,1,3,13,Ni,C,Cν,0.07455617632114739,0.561904761904762,0.07522020541671338,0.6214285714285716,1,Cν,0.75,0.75,0.0,3,3,4,4,0.058352629436833586,0.0587389579118724,0.0003863284750388121,28
